sale_id,sale_date,product_id,product_name,category,region,sales_rep,quantity,unit_price,unit_cost,discount,revenue,profit,payment_method
S00761,2024-07-01,P007,Pen Pack,Stationery,West,Ethan,16,5,1,0.07,74.4,59.52,Cash
S00762,2024-03-03,P010,Webcam,Electronics,North,Charlie,13,90,30,0.25,877.5,585.0,Net Banking
S00763,2024-02-04,P008,Standing Desk,Furniture,North,Alice,16,500,200,0.06,7520.0,4512.0,Cash
S00764,2024-02-19,P001,Laptop,Electronics,Central,Charlie,6,1200,800,0.1,6480.0,2160.0,Credit Card
S00765,2024-10-04,P009,Headphones,Electronics,East,Hannah,16,150,50,0.2,1920.0,1280.0,Net Banking
S00766,2024-07-15,P009,Headphones,Electronics,North,George,18,150,50,0.0,2700.0,1800.0,Cash
S00767,2024-12-27,P006,Notebook,Stationery,East,,13,8,2,0.11,92.56,69.42,UPI
S00768,2024-12-11,P008,Standing Desk,Furniture,Central,Hannah,14,500,200,0.03,6790.0,4074.0,Cash
S00769,2024-05-14,P009,Headphones,Electronics,West,Charlie,18,150,50,0.14,2322.0,1548.0,Cash
S00770,2024-10-29,P010,Webcam,Electronics,North,Ethan,13,90,30,0.15,994.5,663.0,Credit Card
S00771,2024-07-13,P003,Keyboard,Electronics,East,Alice,12,60,20,0.09,655.2,436.8,Credit Card
S00772,2024-04-30,P007,Pen Pack,Stationery,South,Alice,12,5,1,0.25,45.0,36.0,Net Banking
S00773,2024-01-11,P010,Webcam,Electronics,South,Ethan,3,90,30,0.23,207.9,138.6,Net Banking
S00774,2024-10-28,P001,Laptop,Electronics,West,George,15,1200,800,0.16,15120.0,5040.0,Credit Card
S00775,2024-12-19,P006,Notebook,Stationery,North,Bob,13,8,2,0.14,89.44,67.08,UPI
S00776,2024-07-05,P006,Notebook,Stationery,East,Fiona,16,8,2,0.13,111.36,83.52,Cash
S00777,2024-04-19,P004,Desk Chair,Furniture,Central,Bob,16,250,100,0.16,3360.0,2016.0,Net Banking
S00778,2024-10-23,P005,Monitor,Electronics,North,Diana,2,350,150,0.07,651.0,372.0,Credit Card
S00779,2024-02-09,P010,Webcam,Electronics,East,Hannah,11,90,30,0.07,920.7,613.8,Net Banking
S00780,2024-11-15,P009,Headphones,Electronics,East,Diana,10,150,50,0.11,1335.0,890.0,Cash
S00781,2024-12-04,P009,Headphones,Electronics,South,Charlie,6,150,50,0.22,702.0,468.0,Cash
S00782,2024-09-24,P005,Monitor,Electronics,North,George,18,350,150,0.2,5040.0,2880.0,UPI
S00783,2024-06-12,P006,Notebook,Stationery,West,Ethan,15,8,2,0.04,115.2,86.4,Credit Card
S00784,2024-04-30,P004,Desk Chair,Furniture,Central,Charlie,14,250,100,0.07,3255.0,1953.0,Cash
S00785,2024-08-25,P004,Desk Chair,Furniture,East,,4,250,100,0.04,960.0,576.0,Cash
S00786,2024-01-15,P009,Headphones,Electronics,South,Diana,14,150,50,0.11,1869.0,1246.0,Net Banking
S00787,2024-02-12,P005,Monitor,Electronics,North,Hannah,18,350,150,0.04,6048.0,3456.0,Net Banking
S00788,2024-07-22,P010,Webcam,Electronics,North,George,10,90,30,0.22,702.0,468.0,UPI
S00789,2024-09-25,P004,Desk Chair,Furniture,Central,Bob,4,250,100,0.14,860.0,516.0,Net Banking
S00790,2024-07-18,P008,Standing Desk,Furniture,Central,Fiona,3,500,200,0.06,1410.0,846.0,UPI
S00791,2024-10-28,P007,Pen Pack,Stationery,East,Ethan,7,5,1,0.04,33.6,26.88,Credit Card
S00792,2024-12-15,P008,Standing Desk,Furniture,West,Fiona,18,500,200,0.09,8190.0,4914.0,UPI
S00793,2024-11-06,P005,Monitor,Electronics,,Ethan,5,350,150,0.09,1592.5,910.0,Credit Card
S00794,2024-09-30,P001,Laptop,Electronics,North,Fiona,8,1200,800,0.06,9024.0,3008.0,UPI
S00795,2024-06-01,P008,Standing Desk,Furniture,South,Ethan,13,500,200,0.0,6500.0,3900.0,UPI
S00796,2024-02-11,P003,Keyboard,Electronics,East,George,15,60,20,0.16,756.0,504.0,Cash
S00797,2024-03-23,P008,Standing Desk,Furniture,North,George,14,500,200,0.23,5390.0,3234.0,Net Banking
S00798,2024-01-27,P009,Headphones,Electronics,North,Fiona,3,150,50,0.09,409.5,273.0,UPI
S00799,2024-02-26,P008,Standing Desk,Furniture,North,Ethan,5,500,200,0.0,2500.0,1500.0,UPI
S00800,2024-06-12,P004,Desk Chair,Furniture,West,Charlie,17,250,100,0.18,3485.0,2091.0,Cash
S00801,2024-02-13,P008,Standing Desk,Furniture,South,Fiona,5,500,200,0.07,2325.0,1395.0,Cash
S00802,2024-01-12,P006,Notebook,Stationery,,Diana,6,8,2,0.1,43.2,32.4,UPI
S00803,2024-11-12,P002,Mouse,Electronics,,Charlie,15,30,10,0.05,427.5,285.0,Cash
S00804,2024-01-08,P010,Webcam,Electronics,North,Charlie,9,90,30,0.04,777.6,518.4,Cash
S00805,2024-05-27,P008,Standing Desk,Furniture,East,Diana,16,500,200,0.03,7760.0,4656.0,Cash
S00806,2024-12-12,P007,Pen Pack,Stationery,East,Diana,5,5,1,0.11,22.25,17.8,UPI
S00807,2024-11-12,P007,Pen Pack,Stationery,South,Ethan,6,5,1,0.1,27.0,21.6,Cash
S00808,2024-03-09,P004,Desk Chair,Furniture,,Bob,12,250,100,0.15,2550.0,1530.0,Net Banking
S00809,2024-01-31,P007,Pen Pack,Stationery,Central,Ethan,7,5,1,0.18,28.7,22.96,Credit Card
S00810,2024-09-15,P006,Notebook,Stationery,,Alice,8,8,2,0.12,56.32,42.24,Cash
S00811,2024-03-27,P005,Monitor,Electronics,East,Alice,13,350,150,0.17,3776.5,2158.0,Cash
S00812,2024-06-09,P006,Notebook,Stationery,North,George,15,8,2,0.03,116.4,87.3,Credit Card
S00813,2024-05-14,P003,Keyboard,Electronics,East,Fiona,16,60,20,0.22,748.8,499.2,Net Banking
S00814,2024-10-11,P009,Headphones,Electronics,South,Hannah,11,150,50,0.11,1468.5,979.0,Cash
S00815,2024-12-27,P001,Laptop,Electronics,South,Alice,7,1200,800,0.04,8064.0,2688.0,Cash
S00816,2024-09-05,P007,Pen Pack,Stationery,Central,Alice,4,5,1,0.25,15.0,12.0,Cash
S00817,2024-05-25,P008,Standing Desk,Furniture,South,Bob,4,500,200,0.21,1580.0,948.0,UPI
S00818,2024-09-26,P003,Keyboard,Electronics,North,Diana,17,60,20,0.21,805.8,537.2,UPI
S00819,2024-05-25,P007,Pen Pack,Stationery,North,Bob,3,5,1,0.06,14.1,11.28,Credit Card
S00820,2024-08-23,P007,Pen Pack,Stationery,North,Fiona,12,5,1,0.15,51.0,40.8,Cash
S00821,2024-08-19,P008,Standing Desk,Furniture,Central,,9,500,200,0.15,3825.0,2295.0,Net Banking
S00822,2024-01-29,P010,Webcam,Electronics,East,,5,90,30,0.05,427.5,285.0,Credit Card
S00823,2024-02-15,P009,Headphones,Electronics,West,Charlie,20,150,50,0.1,2700.0,1800.0,Credit Card
S00824,2024-08-09,P004,Desk Chair,Furniture,West,Charlie,6,250,100,0.1,1350.0,810.0,Net Banking
S00825,2024-08-16,P010,Webcam,Electronics,West,Fiona,5,90,30,0.09,409.5,273.0,Cash
S00826,2024-04-05,P008,Standing Desk,Furniture,Central,George,9,500,200,0.14,3870.0,2322.0,Cash
S00827,2024-09-10,P007,Pen Pack,Stationery,South,Hannah,3,5,1,0.01,14.85,11.88,Credit Card
S00828,2024-12-16,P005,Monitor,Electronics,South,Hannah,15,350,150,0.11,4672.5,2670.0,Net Banking
S00829,2024-02-25,P004,Desk Chair,Furniture,Central,Bob,17,250,100,0.11,3782.5,2269.5,Cash
S00830,2024-02-11,P007,Pen Pack,Stationery,Central,Ethan,4,5,1,0.12,17.6,14.08,Credit Card
S00831,2024-08-01,P002,Mouse,Electronics,,George,15,30,10,0.04,432.0,288.0,Net Banking
S00832,2024-06-23,P006,Notebook,Stationery,East,Hannah,19,8,2,0.18,124.64,93.48,UPI
S00833,2024-08-10,P004,Desk Chair,Furniture,North,Ethan,6,250,100,0.02,1470.0,882.0,Credit Card
S00834,2024-12-02,P001,Laptop,Electronics,West,Hannah,13,1200,800,0.03,15132.0,5044.0,Cash
S00835,2024-03-05,P005,Monitor,Electronics,North,George,20,350,150,0.2,5600.0,3200.0,UPI
S00836,2024-04-17,P001,Laptop,Electronics,North,,7,1200,800,0.03,8148.0,2716.0,Cash
S00837,2024-03-16,P003,Keyboard,Electronics,West,Diana,8,60,20,0.11,427.2,284.8,Cash
S00838,2024-01-11,P007,Pen Pack,Stationery,West,Hannah,1,5,1,0.03,4.85,3.88,Cash
S00839,2024-02-22,P010,Webcam,Electronics,North,George,8,90,30,0.05,684.0,456.0,Cash
S00840,2024-07-23,P007,Pen Pack,Stationery,,Ethan,16,5,1,0.18,65.6,52.48,Cash
S00841,2024-09-27,P009,Headphones,Electronics,North,Hannah,19,150,50,0.18,2337.0,1558.0,Credit Card
S00842,2024-09-10,P007,Pen Pack,Stationery,North,George,19,5,1,0.08,87.4,69.92,Net Banking
S00843,2024-04-28,P008,Standing Desk,Furniture,West,Diana,14,500,200,0.01,6930.0,4158.0,UPI
S00844,2024-12-30,P010,Webcam,Electronics,East,Hannah,11,90,30,0.23,762.3,508.2,Cash
S00845,2024-12-19,P007,Pen Pack,Stationery,East,Charlie,12,5,1,0.2,48.0,38.4,Credit Card
S00846,2024-09-09,P008,Standing Desk,Furniture,West,Hannah,5,500,200,0.04,2400.0,1440.0,Net Banking
S00847,2024-12-12,P004,Desk Chair,Furniture,East,Fiona,7,250,100,0.14,1505.0,903.0,UPI
S00848,2024-03-02,P003,Keyboard,Electronics,South,George,17,60,20,0.01,1009.8,673.2,UPI
S00849,2024-05-16,P008,Standing Desk,Furniture,Central,Alice,9,500,200,0.25,3375.0,2025.0,UPI
S00850,2024-02-24,P009,Headphones,Electronics,North,Hannah,20,150,50,0.17,2490.0,1660.0,Credit Card
S00851,2024-03-21,P009,Headphones,Electronics,East,Bob,2,150,50,0.13,261.0,174.0,Net Banking
S00852,2024-03-11,P008,Standing Desk,Furniture,East,Charlie,17,500,200,0.12,7480.0,4488.0,Credit Card
S00853,2024-06-23,P004,Desk Chair,Furniture,West,Alice,15,250,100,0.24,2850.0,1710.0,Net Banking
S00854,2024-03-18,P009,Headphones,Electronics,South,George,6,150,50,0.02,882.0,588.0,Cash
S00855,2024-12-15,P004,Desk Chair,Furniture,Central,George,5,250,100,0.2,1000.0,600.0,Net Banking
S00856,2024-02-13,P001,Laptop,Electronics,North,,15,1200,800,0.04,17280.0,5760.0,Net Banking
S00857,2024-12-04,P006,Notebook,Stationery,North,Alice,13,8,2,0.25,78.0,58.5,UPI
S00858,2024-06-04,P010,Webcam,Electronics,Central,Ethan,2,90,30,0.24,136.8,91.2,Net Banking
S00859,2024-11-25,P006,Notebook,Stationery,West,Charlie,1,8,2,0.21,6.32,4.74,UPI
S00860,2024-04-11,P009,Headphones,Electronics,West,Fiona,20,150,50,0.2,2400.0,1600.0,Net Banking
S00861,2024-05-25,P002,Mouse,Electronics,Central,Charlie,2,30,10,0.13,52.2,34.8,UPI
S00862,2024-10-03,P002,Mouse,Electronics,,Charlie,17,30,10,0.14,438.6,292.4,Net Banking
S00863,2024-05-12,P004,Desk Chair,Furniture,East,Bob,10,250,100,0.18,2050.0,1230.0,Net Banking
S00864,2024-08-20,P002,Mouse,Electronics,North,Hannah,2,30,10,0.19,48.6,32.4,Net Banking
S00865,2024-12-07,P004,Desk Chair,Furniture,East,Diana,19,250,100,0.14,4085.0,2451.0,UPI
S00866,2024-08-20,P007,Pen Pack,Stationery,East,Diana,17,5,1,0.18,69.7,55.76,Credit Card
S00867,2024-08-31,P003,Keyboard,Electronics,South,Alice,14,60,20,0.21,663.6,442.4,UPI
S00868,2024-09-12,P008,Standing Desk,Furniture,Central,George,3,500,200,0.09,1365.0,819.0,Cash
S00869,2024-09-05,P008,Standing Desk,Furniture,South,Charlie,16,500,200,0.18,6560.0,3936.0,Cash
S00870,2024-03-21,P003,Keyboard,Electronics,North,Diana,17,60,20,0.22,795.6,530.4,Net Banking
S00871,2024-09-24,P002,Mouse,Electronics,North,Fiona,20,30,10,0.21,474.0,316.0,UPI
S00872,2024-03-13,P002,Mouse,Electronics,South,Ethan,12,30,10,0.08,331.2,220.8,Cash
S00873,2024-10-07,P001,Laptop,Electronics,,Hannah,10,1200,800,0.22,9360.0,3120.0,Net Banking
S00874,2024-08-31,P002,Mouse,Electronics,West,Hannah,2,30,10,0.1,54.0,36.0,UPI
S00875,2024-02-15,P003,Keyboard,Electronics,East,Hannah,17,60,20,0.16,856.8,571.2,Cash
S00876,2024-05-22,P007,Pen Pack,Stationery,West,Alice,8,5,1,0.23,30.8,24.64,Credit Card
S00877,2024-11-25,P003,Keyboard,Electronics,North,Ethan,1,60,20,0.14,51.6,34.4,Credit Card
S00878,2024-01-10,P004,Desk Chair,Furniture,Central,Diana,20,250,100,0.14,4300.0,2580.0,Credit Card
S00879,2024-08-15,P009,Headphones,Electronics,Central,Diana,6,150,50,0.24,684.0,456.0,Credit Card
S00880,2024-06-23,P009,Headphones,Electronics,North,Hannah,20,150,50,0.08,2760.0,1840.0,Cash
S00881,2024-02-20,P003,Keyboard,Electronics,North,George,14,60,20,0.01,831.6,554.4,UPI
S00882,2024-12-13,P005,Monitor,Electronics,West,Charlie,5,350,150,0.05,1662.5,950.0,UPI
S00883,2024-06-12,P001,Laptop,Electronics,North,Alice,20,1200,800,0.24,18240.0,6080.0,UPI
S00884,2024-11-01,P007,Pen Pack,Stationery,South,Bob,11,5,1,0.06,51.7,41.36,UPI
S00885,2024-08-25,P008,Standing Desk,Furniture,East,Bob,17,500,200,0.19,6885.0,4131.0,Cash
S00886,2024-12-11,P002,Mouse,Electronics,Central,Alice,16,30,10,0.01,475.2,316.8,Credit Card
S00887,2024-04-14,P004,Desk Chair,Furniture,Central,George,18,250,100,0.16,3780.0,2268.0,UPI
S00888,2024-08-19,P006,Notebook,Stationery,Central,George,18,8,2,0.25,108.0,81.0,Credit Card
S00889,2024-09-03,P001,Laptop,Electronics,,Charlie,15,1200,800,0.24,13680.0,4560.0,Net Banking
S00890,2024-10-26,P010,Webcam,Electronics,South,Fiona,9,90,30,0.21,639.9,426.6,Net Banking
S00891,2024-03-12,P001,Laptop,Electronics,North,Ethan,6,1200,800,0.18,5904.0,1968.0,Net Banking
S00892,2024-11-21,P007,Pen Pack,Stationery,East,Fiona,7,5,1,0.15,29.75,23.8,Net Banking
S00893,2024-06-17,P008,Standing Desk,Furniture,Central,Fiona,9,500,200,0.06,4230.0,2538.0,Credit Card
S00894,2024-03-29,P003,Keyboard,Electronics,,,1,60,20,0.15,51.0,34.0,Cash
S00895,2024-12-10,P009,Headphones,Electronics,West,Bob,16,150,50,0.19,1944.0,1296.0,Credit Card
S00896,2024-03-04,P006,Notebook,Stationery,North,Charlie,13,8,2,0.21,82.16,61.62,Cash
S00897,2024-04-08,P006,Notebook,Stationery,East,Alice,7,8,2,0.11,49.84,37.38,Credit Card
S00898,2024-05-23,P010,Webcam,Electronics,North,Hannah,10,90,30,0.2,720.0,480.0,Cash
S00899,2024-10-18,P010,Webcam,Electronics,East,George,7,90,30,0.0,630.0,420.0,Cash
S00900,2024-02-03,P003,Keyboard,Electronics,South,Charlie,18,60,20,0.05,1026.0,684.0,UPI
S00901,2024-12-20,P005,Monitor,Electronics,North,Ethan,19,350,150,0.21,5253.5,3002.0,Net Banking
S00902,2024-08-09,P009,Headphones,Electronics,East,Alice,15,150,50,0.0,2250.0,1500.0,Cash
S00903,2024-04-24,P005,Monitor,Electronics,North,Fiona,4,350,150,0.17,1162.0,664.0,Credit Card
S00904,2024-10-19,P005,Monitor,Electronics,North,George,14,350,150,0.13,4263.0,2436.0,Credit Card
S00905,2024-02-02,P004,Desk Chair,Furniture,East,Diana,14,250,100,0.24,2660.0,1596.0,Credit Card
S00906,2024-05-08,P001,Laptop,Electronics,East,,16,1200,800,0.11,17088.0,5696.0,UPI
S00907,2024-05-01,P002,Mouse,Electronics,Central,Alice,16,30,10,0.06,451.2,300.8,Credit Card
S00908,2024-02-01,P010,Webcam,Electronics,North,Hannah,20,90,30,0.11,1602.0,1068.0,Credit Card
S00909,2024-01-29,P007,Pen Pack,Stationery,West,Charlie,11,5,1,0.22,42.9,34.32,Net Banking
S00910,2024-07-24,P010,Webcam,Electronics,West,Alice,14,90,30,0.02,1234.8,823.2,Credit Card
S00911,2024-08-07,P010,Webcam,Electronics,West,Alice,14,90,30,0.06,1184.4,789.6,Credit Card
S00912,2024-10-31,P006,Notebook,Stationery,North,Diana,1,8,2,0.11,7.12,5.34,Credit Card
S00913,2024-11-13,P010,Webcam,Electronics,West,Ethan,7,90,30,0.23,485.1,323.4,Cash
S00914,2024-08-11,P003,Keyboard,Electronics,Central,,8,60,20,0.03,465.6,310.4,Net Banking
S00915,2024-06-24,P005,Monitor,Electronics,Central,Charlie,19,350,150,0.22,5187.0,2964.0,Net Banking
S00916,2024-10-13,P006,Notebook,Stationery,Central,Charlie,1,8,2,0.13,6.96,5.22,Credit Card
S00917,2024-04-06,P007,Pen Pack,Stationery,East,Diana,12,5,1,0.05,57.0,45.6,Cash
S00918,2024-06-17,P008,Standing Desk,Furniture,West,Fiona,20,500,200,0.17,8300.0,4980.0,UPI
S00919,2024-11-23,P002,Mouse,Electronics,North,Hannah,15,30,10,0.22,351.0,234.0,UPI
S00920,2024-04-15,P004,Desk Chair,Furniture,West,Fiona,15,250,100,0.16,3150.0,1890.0,Cash
S00921,2024-05-28,P003,Keyboard,Electronics,South,Alice,1,60,20,0.09,54.6,36.4,Cash
S00922,2024-03-30,P004,Desk Chair,Furniture,East,Alice,19,250,100,0.23,3657.5,2194.5,UPI
S00923,2024-05-14,P005,Monitor,Electronics,South,Charlie,6,350,150,0.08,1932.0,1104.0,Credit Card
S00924,2024-06-05,P001,Laptop,Electronics,South,Bob,5,1200,800,0.09,5460.0,1820.0,Cash
S00925,2024-03-01,P004,Desk Chair,Furniture,North,George,12,250,100,0.2,2400.0,1440.0,UPI
S00926,2024-11-21,P003,Keyboard,Electronics,West,Fiona,7,60,20,0.05,399.0,266.0,UPI
S00927,2024-05-06,P001,Laptop,Electronics,East,Ethan,20,1200,800,0.15,20400.0,6800.0,Credit Card
S00928,2024-08-28,P005,Monitor,Electronics,North,Hannah,5,350,150,0.21,1382.5,790.0,Credit Card
S00929,2024-04-01,P003,Keyboard,Electronics,West,Fiona,17,60,20,0.1,918.0,612.0,Net Banking
S00930,2024-07-24,P006,Notebook,Stationery,Central,Hannah,17,8,2,0.17,112.88,84.66,Credit Card
S00931,2024-08-05,P004,Desk Chair,Furniture,East,Diana,8,250,100,0.22,1560.0,936.0,Cash
S00932,2024-05-31,P010,Webcam,Electronics,North,Bob,6,90,30,0.23,415.8,277.2,Cash
S00933,2024-08-06,P009,Headphones,Electronics,East,,12,150,50,0.06,1692.0,1128.0,Cash
S00934,2024-04-01,P008,Standing Desk,Furniture,North,Fiona,14,500,200,0.1,6300.0,3780.0,Cash
S00935,2024-09-19,P004,Desk Chair,Furniture,Central,Bob,9,250,100,0.16,1890.0,1134.0,Credit Card
S00936,2024-04-10,P005,Monitor,Electronics,East,Alice,8,350,150,0.02,2744.0,1568.0,Net Banking
S00937,2024-03-11,P005,Monitor,Electronics,Central,Ethan,10,350,150,0.19,2835.0,1620.0,Net Banking
S00938,2024-12-01,P001,Laptop,Electronics,Central,George,10,1200,800,0.07,11160.0,3720.0,Credit Card
S00939,2024-08-30,P008,Standing Desk,Furniture,South,George,17,500,200,0.25,6375.0,3825.0,UPI
S00940,2024-06-09,P009,Headphones,Electronics,North,Hannah,19,150,50,0.2,2280.0,1520.0,UPI
S00941,2024-03-06,P007,Pen Pack,Stationery,Central,Alice,14,5,1,0.05,66.5,53.2,Net Banking
S00942,2024-12-17,P001,Laptop,Electronics,West,Fiona,16,1200,800,0.2,15360.0,5120.0,Cash
S00943,2024-03-19,P009,Headphones,Electronics,South,,10,150,50,0.08,1380.0,920.0,Net Banking
S00944,2024-07-19,P010,Webcam,Electronics,South,George,20,90,30,0.23,1386.0,924.0,Credit Card
S00945,2024-02-17,P009,Headphones,Electronics,East,Hannah,13,150,50,0.05,1852.5,1235.0,UPI
S00946,2024-04-11,P002,Mouse,Electronics,,Hannah,18,30,10,0.04,518.4,345.6,Credit Card
S00947,2024-09-22,P007,Pen Pack,Stationery,East,Bob,10,5,1,0.05,47.5,38.0,Credit Card
S00948,2024-10-01,P003,Keyboard,Electronics,South,Charlie,11,60,20,0.21,521.4,347.6,Cash
S00949,2024-06-07,P008,Standing Desk,Furniture,South,Diana,3,500,200,0.1,1350.0,810.0,Cash
S00950,2024-05-21,P008,Standing Desk,Furniture,West,Diana,6,500,200,0.15,2550.0,1530.0,UPI
S00951,2024-09-08,P001,Laptop,Electronics,Central,Diana,5,1200,800,0.11,5340.0,1780.0,Cash
S00952,2024-07-19,P008,Standing Desk,Furniture,East,Hannah,19,500,200,0.01,9405.0,5643.0,UPI
S00953,2024-12-23,P007,Pen Pack,Stationery,South,George,8,5,1,0.04,38.4,30.72,Credit Card
S00954,2024-05-29,P007,Pen Pack,Stationery,Central,Ethan,2,5,1,0.06,9.4,7.52,Credit Card
S00955,2024-02-23,P004,Desk Chair,Furniture,North,Bob,16,250,100,0.1,3600.0,2160.0,Net Banking
S00956,2024-11-23,P007,Pen Pack,Stationery,North,Alice,15,5,1,0.04,72.0,57.6,Cash
S00957,2024-05-08,P007,Pen Pack,Stationery,,George,11,5,1,0.19,44.55,35.64,Credit Card
S00958,2024-12-02,P003,Keyboard,Electronics,Central,Hannah,11,60,20,0.17,547.8,365.2,UPI
S00959,2024-11-06,P008,Standing Desk,Furniture,North,Charlie,5,500,200,0.12,2200.0,1320.0,Credit Card
S00960,2024-12-12,P003,Keyboard,Electronics,North,Charlie,10,60,20,0.03,582.0,388.0,Net Banking
S00961,2024-04-20,P003,Keyboard,Electronics,Central,Alice,15,60,20,0.09,819.0,546.0,Cash
S00962,2024-08-15,P001,Laptop,Electronics,East,Bob,17,1200,800,0.16,17136.0,5712.0,Credit Card
S00963,2024-05-02,P010,Webcam,Electronics,East,Diana,1,90,30,0.01,89.1,59.4,UPI
S00964,2024-04-22,P002,Mouse,Electronics,North,Fiona,1,30,10,0.11,26.7,17.8,Credit Card
S00965,2024-11-15,P003,Keyboard,Electronics,South,Fiona,6,60,20,0.01,356.4,237.6,UPI
S00966,2024-03-29,P009,Headphones,Electronics,East,Diana,13,150,50,0.23,1501.5,1001.0,Credit Card
S00967,2024-11-28,P007,Pen Pack,Stationery,East,Diana,11,5,1,0.0,55.0,44.0,Net Banking
S00968,2024-12-30,P001,Laptop,Electronics,North,Hannah,3,1200,800,0.22,2808.0,936.0,UPI
S00969,2024-06-19,P005,Monitor,Electronics,South,George,4,350,150,0.15,1190.0,680.0,UPI
S00970,2024-07-14,P006,Notebook,Stationery,West,,16,8,2,0.02,125.44,94.08,UPI
S00971,2024-03-04,P009,Headphones,Electronics,,,19,150,50,0.18,2337.0,1558.0,Net Banking
S00972,2024-05-31,P004,Desk Chair,Furniture,West,Alice,14,250,100,0.19,2835.0,1701.0,UPI
S00973,2024-08-15,P003,Keyboard,Electronics,Central,,13,60,20,0.05,741.0,494.0,Net Banking
S00974,2024-11-27,P003,Keyboard,Electronics,West,Alice,9,60,20,0.08,496.8,331.2,Net Banking
S00975,2024-12-06,P001,Laptop,Electronics,North,Diana,8,1200,800,0.21,7584.0,2528.0,UPI
S00976,2024-02-03,P004,Desk Chair,Furniture,North,Charlie,20,250,100,0.22,3900.0,2340.0,Cash
S00977,2024-10-30,P002,Mouse,Electronics,South,Diana,7,30,10,0.01,207.9,138.6,UPI
S00978,2024-05-05,P004,Desk Chair,Furniture,South,Ethan,17,250,100,0.02,4165.0,2499.0,Cash
S00979,2024-05-19,P003,Keyboard,Electronics,South,Hannah,20,60,20,0.06,1128.0,752.0,Cash
S00980,2024-08-09,P002,Mouse,Electronics,Central,Hannah,12,30,10,0.1,324.0,216.0,UPI
S00981,2024-10-31,P008,Standing Desk,Furniture,East,Bob,1,500,200,0.19,405.0,243.0,UPI
S00982,2024-11-06,P009,Headphones,Electronics,Central,Hannah,6,150,50,0.06,846.0,564.0,Cash
S00983,2024-01-07,P002,Mouse,Electronics,North,Charlie,11,30,10,0.03,320.1,213.4,Net Banking
S00984,2024-11-24,P008,Standing Desk,Furniture,East,Fiona,13,500,200,0.23,5005.0,3003.0,Credit Card
S00985,2024-05-10,P007,Pen Pack,Stationery,West,Charlie,2,5,1,0.25,7.5,6.0,Net Banking
S00986,2024-05-06,P009,Headphones,Electronics,West,Alice,16,150,50,0.16,2016.0,1344.0,UPI
S00987,2024-05-13,P008,Standing Desk,Furniture,South,Alice,2,500,200,0.23,770.0,462.0,Cash
S00988,2024-02-17,P003,Keyboard,Electronics,,Charlie,9,60,20,0.06,507.6,338.4,Cash
S00989,2024-08-06,P007,Pen Pack,Stationery,South,Diana,19,5,1,0.24,72.2,57.76,Net Banking
S00990,2024-02-15,P005,Monitor,Electronics,West,George,17,350,150,0.24,4522.0,2584.0,Credit Card
S00991,2024-12-23,P010,Webcam,Electronics,West,Diana,12,90,30,0.2,864.0,576.0,Net Banking
S00992,2024-09-25,P001,Laptop,Electronics,West,,6,1200,800,0.2,5760.0,1920.0,Cash
S00993,2024-09-14,P005,Monitor,Electronics,South,Charlie,14,350,150,0.04,4704.0,2688.0,Credit Card
S00994,2024-05-12,P008,Standing Desk,Furniture,South,Alice,19,500,200,0.2,7600.0,4560.0,Cash
S00995,2024-03-04,P008,Standing Desk,Furniture,West,Bob,20,500,200,0.03,9700.0,5820.0,Net Banking
S00996,2024-01-05,P002,Mouse,Electronics,North,Hannah,11,30,10,0.01,326.7,217.8,Credit Card
S00997,2024-01-04,P005,Monitor,Electronics,Central,Alice,1,350,150,0.17,290.5,166.0,Cash
S00998,2024-11-05,P010,Webcam,Electronics,East,Hannah,17,90,30,0.25,1147.5,765.0,Cash
S00999,2024-12-06,P006,Notebook,Stationery,East,Fiona,12,8,2,0.17,79.68,59.76,Cash
S01000,2024-08-21,P007,Pen Pack,Stationery,North,Fiona,20,5,1,0.01,99.0,79.2,Cash
S01001,2024-07-07,P003,Keyboard,Electronics,South,Ethan,1,60,20,0.15,51.0,34.0,Cash
S01002,2024-01-09,P010,Webcam,Electronics,East,Alice,16,90,30,0.13,1252.8,835.2,Net Banking
S01003,2024-02-11,P001,Laptop,Electronics,Central,Hannah,11,1200,800,0.17,10956.0,3652.0,Net Banking
S01004,2024-11-06,P007,Pen Pack,Stationery,East,Bob,16,5,1,0.25,60.0,48.0,UPI
S01005,2024-06-03,P003,Keyboard,Electronics,North,Alice,17,60,20,0.22,795.6,530.4,Cash
S01006,2024-12-03,P003,Keyboard,Electronics,South,Diana,15,60,20,0.24,684.0,456.0,Credit Card
S01007,2024-07-15,P002,Mouse,Electronics,East,,14,30,10,0.25,315.0,210.0,Net Banking
S01008,2024-11-20,P004,Desk Chair,Furniture,Central,Bob,9,250,100,0.17,1867.5,1120.5,Cash
S01009,2024-07-14,P002,Mouse,Electronics,West,Bob,11,30,10,0.22,257.4,171.6,Cash
S01010,2024-04-06,P004,Desk Chair,Furniture,Central,Bob,8,250,100,0.06,1880.0,1128.0,Credit Card
S01011,2024-06-08,P010,Webcam,Electronics,North,George,12,90,30,0.03,1047.6,698.4,Credit Card
S01012,2024-12-13,P010,Webcam,Electronics,East,George,18,90,30,0.05,1539.0,1026.0,UPI
S01013,2024-06-10,P009,Headphones,Electronics,West,Alice,20,150,50,0.15,2550.0,1700.0,UPI
